"payment","var1","var2","var3","var4","var5","var6","var7","var8","var9","var10","var11","var12","var13","var14","var15","var16","var17","var18","var19","var20","var21","var22","var23","var24","var25","var26","var27","var28","var29","var30"
"Success","wv","py",2.84,22.07,13.34,12.78,7.91,1.85,"ch","ld","te",17.61,"cb",3.24,35.19,-1.14,"ki",-3.57,"qu",20.7,16.96,-6.21,"ub",-6.86,6.34,20.3,7.64,1.62,"ev",25.13
"Denied","qw","bq",3.37,20.38,2.37,9.75,14.31,6.4,"ch","ld","te",9.02,"kh",2.17,6.82,23.78,"ki",16.05,"qu",22.85,10.31,30.81,"ub",7.28,20.55,14.1,5.92,-0.49,"ev",20.71
"Denied","kq","py",7.59,16.17,13.93,20.45,6.83,9.81,"ch","ld","te",-2.37,"iz",-0.2,20.16,-2.1,"ki",20.37,"ev",25.32,5.93,3.19,"ri",9.03,21.33,28.53,3.07,1.38,"ev",1.07
"Denied","wv","hk",5.37,7.54,27.55,8.58,8.23,6.18,"ch","db","rl",6.36,"te",6.32,48.22,9.48,"bw",23.08,"ev",27.22,11.5,10.77,"ri",1.92,13.85,-20.16,8.74,-1.01,"ev",22.45
"Denied","wv","py",7.55,35.28,42.55,-4.28,11.18,11.72,"ch","ld","te",8.06,"cb",1.12,17.81,23.32,"bw",7.38,"qu",25.42,33.73,5.18,"tf",7.51,18.03,10.88,5.98,2.73,"ev",-28.95
"Success","qw","bq",1.02,25.26,20.05,14.11,2.3,3.23,"ch","db","te",15.27,"te",2.92,8.75,22.54,"bw",6.97,"me",34.7,-1.52,11.09,"tf",4.06,2.79,18.91,4.63,0.8,"ev",23.65
"Denied","qw","py",2.84,0.52,23.23,-0.57,13.52,-3.05,"ch","pe","te",5.66,"iz",5.33,12.39,26.59,"bw",13.58,"qu",26.75,-3.79,4.71,"ub",6.15,25.43,23.6,5.57,0.77,"ev",17.34
"Denied","qw","bq",6.8,5.39,20.21,-0.44,11.75,12.83,"nv","db","te",12.79,"pf",1.39,12.75,-10.95,"bw",11.93,"qu",15.9,24.84,-10.02,"tf",-1.74,3.62,-12.05,2.03,1.82,"dg",21.6
"Denied","qw","bq",4.92,32.84,29.45,22.36,3.62,3.55,"ch","pe","te",7.94,"iz",1.44,21.69,3.1,"bw",28.86,"bz",8.52,23.55,2.84,"ri",6.03,7.14,13.35,5.22,1.09,"ev",17.92
"Denied","qw","py",1.92,14.91,28.06,8.61,6.69,7.43,"ch","db","rl",6.51,"kh",0.61,36.37,17.53,"bw",14.32,"ev",-2.49,15.65,37.84,"tf",0.12,6.95,16.52,4.41,0.54,"dg",11.88
"Denied","wv","bq",5.41,33.2,1.09,-5.18,8.62,0.93,"nv","ld","te",6.15,"te",2.13,-10.83,4.44,"zk",44.05,"ev",3.28,1.45,4.3,"tf",5.43,15.87,10.38,1.01,3.21,"ev",62.25
"Denied","qw","js",2.95,23.16,26.23,4.1,10.04,-0.42,"ch","ld","te",7.34,"cb",3.01,43.1,18.66,"ki",26.86,"ev",38.04,31.28,19.79,"tf",4.88,14.63,3.33,4.7,0.96,"ev",38.66
"Success","ma","py",4.13,4.21,17.27,-3.77,18.16,14.74,"ch","db","te",14.54,"cb",-0.78,32.87,21.54,"ov",-3.52,"bz",-4.27,16.4,20.1,"ub",1.13,9.05,14.38,-5.62,0.64,"ev",-21.61
"Success","qw","js",-0.16,4.74,9.71,10.01,2.78,16.55,"nv","db","te",5.54,"cb",3.14,0.75,6.24,"zk",59.33,"tg",15.16,-9.83,12.63,"ub",4.72,5.77,23.77,6.19,-0.36,"ev",3.91
"Denied","kq","bq",-0.88,8.93,-15.48,-7.56,-0.02,2.87,"ch","db","rl",1.18,"te",3.62,0.75,8.63,"bw",38.34,"ev",34.3,20.66,3.44,"sy",5.99,27.5,26,5.97,1.28,"ev",39.92
"Denied","qw","xn",3.35,27.9,32.7,18.89,0.26,3.25,"ch","ld","rl",8.38,"kh",-0.64,26.47,19.13,"ki",54.19,"ev",42.42,0.39,18.2,"tf",10.48,19.38,16.52,7.36,1.26,"ev",32.07
"Denied","qw","js",2.48,-12.23,7.75,-4.97,11.44,3.26,"ch","pe","rl",0.23,"kh",0.16,-3.2,21.46,"ki",57.24,"ev",50.92,34.61,10.28,"tf",8.33,15.17,10.13,7.43,1.84,"ev",34.84
"Denied","wv","py",2.23,-3.34,54.24,4.21,8.75,6.28,"ch","ld","te",17.91,"cb",0,25.5,13.08,"bw",32.62,"tg",2.54,6.78,-4.14,"fe",4.11,10.39,-6.26,-1.88,0.38,"dg",14.2
"Success","qw","hk",4.9,8.15,30.87,17.68,5.15,1.6,"ch","ld","te",13.63,"iz",4.88,39.13,24.49,"bw",44.17,"ev",1.97,21.75,-10.66,"qu",4.07,-3.17,9.57,4.14,2.01,"dg",4.24
"Denied","qw","py",1.61,9.48,36.86,4.76,20.63,8.21,"ch","pe","te",11.92,"iz",1.32,29.37,14.59,"bw",54.96,"ev",13.4,30.02,-5.77,"qu",1.62,14.24,1.79,5.29,1.29,"dg",24.85
"Denied","qw","hk",6.25,4.8,2.21,-3.73,21.23,6.64,"nv","ld","te",3.3,"te",-0.82,24.94,-7.34,"zk",24.07,"me",15.33,16.13,14.07,"fe",7.43,13.91,9.89,10.31,1.4,"ev",5.67
"Success","wv","hk",0.23,2.41,27.21,13.58,0.25,15.23,"ch","ld","rl",-2.16,"cb",1.84,39.58,30.08,"ov",26.69,"tg",48.62,22.23,26.12,"qu",11.36,9.85,8.69,1.77,0.9,"ev",27.56
"Denied","wv","py",1.97,5.88,15.99,12.69,13.77,8.25,"ch","db","te",-3.68,"te",4.55,36.76,4.13,"bw",23.91,"ev",22.59,9.76,12.16,"tf",11.13,23.98,9.17,4.44,-0.41,"ev",18.05
"Denied","qw","bq",2.59,35.61,43.93,-2.36,9.55,5.1,"nv","db","rl",-2.81,"cb",0.33,4.92,-11.53,"bw",3,"fh",19.71,21.8,5.54,"ub",5.88,11.85,19.77,-4.19,1.33,"ev",17.32
"Denied","kq","xn",4.15,25.95,38.24,8.83,10.01,9.39,"nv","ld","te",12.69,"iz",0.25,-5.09,6.23,"bw",7.93,"fh",34.08,1.28,19.25,"tf",12.94,1.43,22.08,1.46,2.26,"dg",30.92
"Denied","qw","js",3.86,15.55,-18.21,13.88,18.8,14.38,"nv","db","te",15.45,"iz",5.98,6.43,3.4,"bw",5.75,"tg",13.39,8.27,3.91,"tf",1.6,33.44,5.18,4.39,1.75,"ev",-11.01
"Denied","qw","py",2.45,32.84,9.19,-3.57,10.59,-1.28,"nv","ld","te",3.67,"kh",-1.11,20.52,6.52,"bw",20.22,"qu",33.33,13.9,10.85,"fe",-3.01,5.98,4.35,3.27,2.09,"ev",8.5
"Denied","qw","zg",0.23,23.59,22.14,11.53,-5.43,4.68,"ch","ld","te",2.74,"cb",0.9,13.15,-14.51,"zk",31.78,"qu",19.09,19.89,22.99,"tf",1.42,15.02,19.29,0.35,2.4,"ev",23.11
"Success","wv","py",0.94,5.08,29.04,10.93,-1.09,0.08,"nv","ld","te",22.04,"kh",3.52,-13.88,3.16,"ki",48.42,"ev",24.96,7.63,15.11,"ub",-3.75,6.45,-5.89,11.38,1.16,"ev",34.03
"Denied","qw","bq",6.44,-3.54,7.31,4.95,9.3,9.12,"ch","ld","rl",4.16,"xm",1.67,22.44,5.86,"ki",29.38,"ev",17.22,3.09,14.43,"da",4.47,18.52,20.89,2.47,0.49,"ev",2.84
"Denied","wv","hk",2.36,28.74,67.95,14.04,8.9,6.45,"ja","ld","rl",6.22,"cb",-2.5,29.35,6.15,"ki",9.7,"ev",19.46,11.4,9.96,"tf",2.01,13.35,7.92,-2.06,0.93,"ev",47.6
"Denied","wv","hk",0.09,11.75,9.85,10.38,1.16,12.22,"ch","ld","te",9.79,"te",4.31,-8.96,17.36,"zk",16.01,"qu",21.05,5.79,-6.82,"fe",4.24,15.26,7.05,-5.69,1.17,"dg",11.65
"Denied","wv","rv",-1.13,36.13,30.02,8.94,5.31,3.9,"nv","ld","rl",4.04,"te",5.99,46.33,19.92,"bw",7.92,"tg",41.33,-4.73,18.56,"tf",6.69,23.65,8.17,10.02,0.42,"ev",8.26
"Denied","qw","bq",0.2,26.25,52.53,16.75,-6.96,3.05,"ch","pe","te",-3.71,"iz",0.83,18.75,7.36,"ki",19.16,"tg",-2.04,25.36,-2.01,"da",9.39,12.58,7.69,5.42,0.81,"ev",8.44
"Denied","qw","hk",4.62,24.65,34.65,-3.46,6.49,8.6,"ch","db","te",10.05,"te",1.02,29.17,0.49,"ov",19.71,"tg",16.97,27.38,11.67,"da",10.57,-4.69,7.97,10.63,0.39,"ev",25.69
"Denied","qw","rv",7.27,9.05,-0.21,13.22,1.03,13.31,"ch","ld","te",0.92,"te",4.16,-18.99,-13.28,"bw",28.27,"ev",32.09,12.44,-1.84,"ri",5.24,12.16,17.8,4.89,2.01,"ev",6.14
"Denied","kq","hk",9.12,20.35,26.19,6.51,8.79,3.51,"nv","ld","rl",12.81,"kh",2.91,43.92,-2.9,"bw",-5.93,"qu",38.32,40.06,10.47,"ri",6.54,20.47,5.47,2.01,1.45,"ev",19.76
"Denied","qw","bq",2.25,17.08,32.27,29.58,0.09,6.19,"ch","ld","rl",0.35,"te",-0.99,1.19,14.79,"bw",14.45,"bz",18.95,-5.82,14.3,"ub",6.7,14.51,20.4,2.91,0.16,"ev",35.4
"Success","wv","hk",0.19,16.65,-19.01,3.63,1.55,1.67,"ja","ld","te",2.64,"cb",-0.36,16.92,20.45,"ki",17.44,"qu",41.28,23.5,-0.62,"tf",-2.98,2.83,2.3,4.51,0.22,"ev",-3.02
"Denied","qw","bq",1.45,26.85,19.32,10.3,-0.43,6.05,"ch","db","te",6.42,"iz",1.43,3.84,10.14,"zk",26.25,"me",8.75,24.28,3.75,"ub",-0.66,22.69,11.43,4.88,-0.72,"ev",16.79
"Denied","qw","hk",7.17,22.02,23.4,6.65,-3.3,-2.57,"ch","ld","te",1.29,"cb",3.15,-2.11,20.94,"ki",20.58,"tg",3.29,27.89,-20.19,"cz",3.58,19.37,1.8,5.72,0.24,"dg",12.58
"Success","qw","bq",2.48,52.26,2.87,19.64,1.46,5.31,"ch","db","te",-3.26,"cb",2.22,-5.78,28.27,"ov",-1.02,"ev",29.35,17.04,29.97,"ub",0.38,15.65,10.04,6.01,1.72,"dg",17.73
"Denied","qw","js",5.07,2.22,3.4,2.04,16.17,0.92,"nv","ld","te",2.23,"te",3.93,14.71,29.54,"ki",-2.88,"tg",31.08,34.04,12.56,"ri",2.57,25.09,6.18,-5.59,3.01,"ev",33.8
"Denied","kq","hk",2.59,27.06,8.08,6.18,0.24,13.57,"ch","ld","te",3.54,"iz",1.43,-5.14,-2.12,"ki",61.01,"ev",6.22,26.59,23.72,"qu",9.86,25.79,-11.12,4.93,-0.6,"ev",-3.57
"Success","wv","js",4.1,6.57,40.6,5.36,2.43,4.59,"ch","ld","te",12.71,"cb",3.75,48.89,10.62,"ki",-1.58,"ev",42.86,22.69,-8.23,"ub",4.11,2.71,1.5,1.29,-1.12,"ev",10.93
"Success","qw","hk",4.78,21.86,31.84,4.87,8.77,0.29,"ch","pe","te",9.35,"kh",1.06,14.15,9.31,"bw",37.71,"ev",5.64,23.58,22.23,"tf",2.55,-2.51,18.76,2.29,1.58,"ev",25.1
"Denied","kq","py",2.24,14.68,32.07,20.32,15.77,3.64,"ch","ld","te",9.83,"te",4.31,5.23,7.85,"bw",28.79,"qu",13.67,5.66,1.15,"tf",2.64,3.99,15.14,6.07,0.49,"dg",49.33
"Success","qw","py",4.93,27.25,32.74,15.58,9.77,11.2,"ch","ld","te",6.66,"cb",4.62,-16.95,7.52,"ki",-10.42,"ev",16.61,23.85,16.88,"ub",8.36,12.15,2.6,0.87,-0.58,"ev",19.91
"Success","qw","py",3.36,9.65,-18.56,-4.16,11.01,16.39,"nv","db","rl",-6.29,"np",-0.21,18.99,15.57,"zk",11.65,"me",46.44,23.04,8.89,"da",-7.09,14.12,20.85,6.5,1.65,"ev",36.69
"Denied","qw","py",1.7,-0.08,19.42,19.33,-8.32,1.33,"nv","db","te",15.74,"kh",3.32,34.13,12.53,"bw",27.03,"ev",52.07,19.25,-5.69,"fe",0.66,14.11,15.39,7.8,0.38,"ev",35.31
"Success","wv","py",9.84,39.79,35.04,-4.56,14.38,9.7,"ja","db","rl",0.8,"cb",5.17,6.57,37.57,"ov",28.3,"qu",32.43,20.53,11.83,"tf",12.82,-2.02,4.19,0.45,0.12,"ev",-12.1
"Success","qw","js",1.07,-0.17,-5.71,-3.91,7.04,12.9,"nv","ld","te",2.82,"te",0.06,33.16,0.46,"zk",10.67,"qu",-3.24,34.92,21.52,"da",12.04,-1.49,-2.07,-0.5,2.5,"dg",19.59
"Denied","qw","bq",1.82,13.59,8.9,5.37,7.35,6.44,"nv","ld","te",2.94,"te",6.16,26.68,1.63,"bw",1.08,"ev",36.65,37.66,33.5,"ri",3.01,16.44,-5.75,-0.28,2.91,"ev",-0.48
"Denied","ma","bq",2.14,9.3,49.48,5.15,24.74,9.34,"ch","db","te",-0.55,"iz",3.79,-0.5,5.16,"bw",31.65,"fh",39.61,9.66,7.87,"tf",5.51,-5.71,13.81,3.51,-0.39,"ev",-12.33
"Denied","wv","hk",7.04,-6.78,26.98,2.39,-13.56,14.73,"ch","db","te",13.42,"te",4.62,20.9,15.2,"ov",48.36,"ev",7.24,28.01,3.47,"tf",0.78,32.96,7.43,0.23,0.49,"ev",24.34
"Denied","ma","py",6.71,-4.42,17.39,13.09,24.39,7.22,"ch","ld","te",0.25,"te",2.63,24.26,3.97,"ki",44.96,"ev",50.23,5.18,26.2,"tf",0.58,17.4,3.8,5.51,-0.04,"ev",37.59
"Success","wv","rv",3.98,28.42,34.41,19.73,2.05,2.35,"nv","ld","te",4.57,"pf",4.76,13.11,14.52,"zk",12.2,"qu",-0.13,8.14,9.07,"tf",13.35,-13.37,9.91,3.53,-0.22,"dg",45.55
"Denied","kq","py",1.33,40.76,30.43,11.82,10.56,2.13,"nv","db","te",8.01,"iz",1.7,7.72,18.35,"ki",4.94,"ev",17.36,-13.49,13.93,"qu",13.23,15.07,32.28,7.27,1.7,"ev",2.75
"Denied","qw","xn",0.77,-9.52,37.1,13.41,20.52,3.86,"ch","pe","rl",9.25,"te",-0.42,8.11,16.52,"ki",11.25,"qu",20.08,14.48,7.54,"fe",2.51,14.65,-5.45,6.32,-0.27,"ev",14.22
"Success","qw","rv",-1.84,13.07,11.39,13.35,19.78,-6.9,"ch","ld","te",2.82,"cb",0.88,29,18.94,"bw",27.29,"ev",-6.63,8.35,15.28,"ub",1.42,-0.1,21.48,9.28,1.89,"ev",17.13
"Denied","kq","bq",3.26,37.19,42.4,10.12,12.16,-0.8,"ch","ld","te",7.42,"kh",1.17,13.22,10.78,"ki",-1.18,"ev",20.24,48.69,29.41,"ub",3.99,1.83,-3.46,3.91,1.76,"ev",26.41
"Success","wv","py",2.97,12.46,15.66,9.27,-10.74,4.81,"ch","ld","te",1.89,"cb",-0.82,17.68,-4.44,"ki",46.44,"qu",32.47,4.46,-7.17,"tf",4.22,4.51,7.92,6.84,1.3,"dg",9.17
"Denied","qw","hk",0.18,21.69,-34.16,7.77,22.77,0.32,"ch","db","te",15.33,"pf",3.9,65.48,19.19,"bw",56.51,"ev",14.06,9.41,19.29,"tf",2.44,11.14,16.41,2.01,1.67,"ev",37.63
"Denied","qw","py",1.23,26.36,-9.11,-3.54,16.52,7.05,"ch","ld","rl",2.27,"te",1.97,13.85,34.33,"bw",35.37,"ev",-1.63,31.18,37.26,"ri",-0.04,21.24,28.02,5.32,2.02,"ev",23.99
"Denied","qw","js",-0.94,2.98,12.81,10.07,16.58,16.98,"ch","ld","rl",4.91,"cb",0.57,-5.25,16.24,"zk",51.4,"ev",19.1,20.16,11.6,"qu",-4.82,11.51,28.99,6.22,1.36,"ev",-12.68
"Denied","wv","rv",0.69,30.38,24.47,13.07,15.94,4.37,"nv","ld","te",13.28,"iz",3.8,28.09,7.57,"bw",36.45,"tg",24.88,35.29,29.47,"tf",13.87,23.68,36.7,4.39,1.15,"ev",-4.63
"Success","qw","js",7.45,8.5,45.22,12.72,19,9.45,"nv","ld","te",-0.45,"cb",4.48,-0.52,26.68,"zk",-0.69,"qu",-6.65,30.39,19.32,"cz",-4.31,9.39,18.5,5.45,-0.12,"ev",30.62
"Denied","qw","bq",6.61,40.33,41.18,6.76,11.57,3.1,"ch","ld","te",7.77,"cb",1.2,-10.86,17.18,"bw",-4.63,"tg",32.83,31.7,2.08,"qu",1.74,17.24,27.91,7.46,1.91,"ev",18.28
"Denied","qw","py",-1.53,29.01,9.51,-4.32,3.97,-1.04,"ch","ld","te",4.59,"cb",1.06,-4.46,-10.75,"bw",30.13,"me",35.74,31.35,19.04,"qu",-1.28,2.19,-1.2,-1.27,2.9,"ev",24.23
"Success","qw","hk",10.23,33.52,20.78,12.43,0.32,8.2,"ch","ld","rl",-5.8,"cb",3.77,26.38,27.2,"ov",15.06,"me",-16.67,22.27,5.18,"ub",6.19,1.82,16.72,3.88,0.11,"dg",19.15
"Denied","wv","bq",3.73,25.45,23.81,0.46,4.78,3.79,"nv","db","te",18.68,"cb",2.4,0.78,12.9,"bw",11.19,"bz",37.84,17.75,8.02,"fe",7.9,2.76,4.3,-0.53,1.67,"dg",3.7
"Denied","wv","py",5.63,-14.46,12.58,22.65,6.64,21.2,"ch","db","te",8.14,"cb",2.02,17.06,6.46,"bw",17.39,"ev",27.89,27.93,21.42,"ri",0.56,5.33,-20.59,8.91,1.4,"ev",6.19
"Denied","wv","py",-0.26,23.83,27.78,23.95,16.85,5.43,"ch","ld","te",-2.65,"te",4.91,10.8,15.96,"bw",26.8,"tg",16.87,33.05,25.64,"qu",3.2,5.19,5.12,7.98,-0.69,"ev",40.68
"Denied","qw","zg",6.12,-0.95,1.17,-5.55,7.96,-4.75,"ch","ld","te",3.83,"cb",3.8,4.16,20.69,"bw",33.21,"bz",16.03,20.55,20.64,"tf",-0.04,4.57,17.6,11.19,1.7,"dg",16.93
"Denied","qw","js",3.39,15.47,30.92,-7.88,16.74,11.45,"ch","ld","te",5.11,"np",0.77,29.14,0.12,"bw",25.8,"qu",-1.89,26.7,5.61,"tf",4.17,4,6.43,1.35,2.68,"ev",-17.68
"Denied","qw","py",-1.35,-11.97,25.66,16.4,-16.12,7.46,"nv","ld","te",-1.79,"cb",4.31,30.42,12.26,"ki",41.8,"qu",-6.61,-11.73,9.12,"qu",7.95,10.47,20.94,11.99,1.96,"ev",18.39
"Success","qw","py",0.37,17.52,24.97,1.07,5.17,11.48,"ja","db","rl",7.38,"pf",4.6,-2.6,17.87,"ki",3.91,"me",49.81,18.26,18.31,"tf",1.36,1.32,9.79,4.46,1.84,"ev",24.47
"Denied","qw","bq",-1.36,21.13,-1.7,-5.96,17.47,-4.72,"ch","ld","rl",17.38,"cb",2.83,45.87,-2.18,"bw",16.27,"ev",8.83,20.79,19.79,"cz",9.3,5.22,9.6,3.85,1.7,"ev",-12.56
"Success","qw","hk",-1.35,2.16,47.1,-5.35,9.47,2.89,"ja","ld","te",3.74,"te",-0.39,8.06,22.82,"bw",-0.67,"qu",21.73,20.34,9.79,"ub",-3.86,-3.48,13.17,4.49,0.09,"ev",51.51
"Denied","wv","py",4.42,41.56,46.4,9.28,8.59,0.55,"ja","ld","te",18.88,"cb",4.26,15.76,11.78,"bw",6.57,"ev",18.74,65.05,-6.66,"tf",7.29,5.37,-16.98,0.42,1.79,"ev",35.12
"Success","kq","py",6.54,10.44,30.82,7.46,24.38,12.35,"ch","db","te",0.7,"cb",1.21,25.22,5.73,"ki",11.81,"ev",11.54,4.13,18.93,"ri",-5.59,-0.38,8.98,-1.3,-1.14,"dg",43.96
"Denied","qw","zg",5.09,23.64,-2.49,7.64,0.9,10.95,"ch","ld","te",3.64,"te",4.42,14.21,26.54,"bw",19.24,"qu",26.51,35.13,19.12,"qu",3.15,16.21,1.15,1.01,0.73,"ev",4.73
"Denied","qw","py",4.84,28.61,37,15.75,6.03,10.21,"nv","ld","te",-6.31,"cb",0.38,-1.1,5.44,"ki",25.03,"tg",8.56,18.66,-13.03,"fe",1.66,19.9,3.19,-4.66,3.17,"ev",-19.48
"Denied","qw","py",5.43,30.18,3.72,15.41,-3.24,-1.8,"nv","db","te",9,"cb",2.06,16.65,25.75,"bw",22.34,"ev",39.79,4.55,0.39,"po",3.23,2.59,0.67,11.86,2.15,"ev",20.74
"Denied","qw","js",3.72,-10.7,16.47,6.39,15.66,-0.14,"ch","ld","te",-0.7,"te",0.52,17.68,-6.21,"bw",4.34,"ev",18.04,-6.75,10.94,"tf",9.13,9.72,43.44,10.85,1.44,"dg",16.56
"Success","qw","rv",5.03,43.86,32.28,3.02,9.03,6.16,"ch","ld","te",1.43,"kh",2.93,12.16,12.32,"az",-1.44,"qu",28.26,11.19,-1.84,"ub",4.47,14.82,17.01,2.01,0.48,"ev",7.56
"Success","wv","py",0.13,2.11,26.98,14.35,5.25,5.12,"ja","ld","te",-3.72,"cb",3.31,16.46,-9.43,"ki",50.8,"qu",36.92,24.32,22.71,"tf",3.32,2.67,5.78,2.94,1.99,"ev",51.6
"Success","kq","bq",2.13,6.01,-16.26,7.2,4.93,2.35,"ch","db","te",14.23,"te",0.64,20.71,4.9,"ki",8.18,"hw",46.98,38.53,17.86,"qu",12.39,4.75,12.15,0.53,-0.38,"ev",12.21
"Denied","wv","bq",2.61,9.48,10.26,9.01,16.86,2.39,"ch","db","te",9.13,"iz",1.79,4.07,-3.88,"bw",-7.48,"me",43.11,-9.27,20.99,"ub",17.07,9.46,24.33,3.5,1.15,"ev",24.05
"Denied","qw","hk",2.53,-10.74,4.93,1.27,20.05,9.24,"ch","db","rl",-6.46,"np",1.28,8.04,-5.09,"ki",18.5,"ev",-23.87,-2.44,14.19,"cz",7.71,11.76,18.62,6.73,-0.49,"ev",28.18
"Denied","kq","py",0.61,36.72,2.12,9.06,9.45,-7.49,"ch","db","te",2.47,"iz",1.56,14.17,-4.02,"bw",32.94,"ev",-3.87,24.86,-1.4,"tf",2.43,7.28,34.76,8.01,0.82,"dg",24.52
"Denied","qw","hk",5.65,3.5,-10.52,20.52,7.7,5.53,"ch","ld","rl",6.68,"iz",2.99,19.88,-0.53,"ki",16.88,"ev",22.48,-1.88,28.6,"fe",-4.05,11.42,13.4,2.6,0.6,"ev",40.24
"Success","qw","py",2.18,1.51,17.89,5.46,8.39,1.47,"ch","ld","rl",2.83,"iz",4.28,9.87,31.91,"bw",65.95,"ev",5.75,-5.75,7.16,"tf",5.22,18,10.31,-1.52,1.62,"ev",27.07
"Success","wv","bq",3.39,-11.55,16.84,0.41,2.47,4.66,"ja","ld","te",14.3,"kh",0,38.02,12.49,"bw",-9.96,"tg",24.96,15.91,13.85,"ri",3.34,-0.9,16.75,0.14,1.08,"ev",17.45
"Success","wv","rv",4.19,6.54,9.7,2.45,13.26,17.64,"ch","ld","te",16.59,"pf",1.03,4.28,-0.05,"ki",25.58,"qu",48.81,3.75,-8.2,"ub",4.71,10.04,5.62,1.51,0.24,"dg",19.5
"Denied","wv","bq",0.37,-3.45,68.33,-0.94,-2.57,10.25,"ch","db","te",-0.17,"kh",3.21,1.26,31.84,"bw",10.26,"fh",38.3,29.84,8.1,"tf",8.81,23.48,13.19,3.77,0.96,"ev",9.85
"Denied","kq","js",-0.44,17.45,32.11,0.1,2.82,9.11,"ch","pe","te",5.83,"np",2.81,21.36,10.29,"ki",26.99,"me",23.39,9.7,26.93,"qu",4.62,10.31,23.73,3.12,0.44,"dg",22.24
"Success","qw","py",-0.06,3.93,29.59,-3.23,-10.18,12.46,"ch","ld","te",-0.32,"te",0.21,-3.99,5.81,"zk",30.51,"ev",23.7,-6.53,-10.33,"sy",-11.54,7.11,27.35,12.09,2.43,"ev",35.22
"Denied","qw","js",-0.11,28.19,6.41,-6.36,11.79,10.98,"ch","ld","te",20.61,"iz",1.96,16.19,-7.51,"bw",2.77,"ev",20.9,29.77,29.02,"ri",16.48,2.89,11.23,-3.95,1.8,"dg",66.18
"Denied","wv","js",2.64,21.8,13.13,7.69,8.87,11.17,"ch","ld","te",6.3,"kh",-2.02,40.32,6.85,"bw",44.59,"ev",5.97,23.53,38.74,"tf",2.2,7.06,19.84,8.32,1.89,"ev",3.97
"Success","wv","js",7.09,10.59,17.94,0.4,-22.66,8.14,"ja","db","te",17.48,"te",0.11,19.35,-0.53,"ki",18.54,"qu",-1.17,26.84,2.16,"qu",5.08,-4.45,-0.25,8.03,2.58,"ev",45.91
"Success","qw","py",7.03,24.23,3.73,14.17,21.56,-0.04,"nv","ld","rl",-1.51,"cb",3.44,22.68,11.57,"zk",4.5,"qu",21.69,24.64,24.39,"tf",10.69,-8.99,6.22,9.82,0.38,"ev",48.04
"Denied","kq","hk",-1.23,12.37,6.78,16.82,19.81,0.6,"nv","db","te",3.2,"cb",4.05,2.87,2.74,"bw",17.09,"bz",8.9,15.41,3.15,"da",6.2,2.76,8,8.52,1.37,"ev",39.09
"Denied","wv","rv",-1.26,4.22,31.28,1.95,-3.2,9.96,"nv","ld","rl",-0.1,"te",0.11,22.7,-5.11,"az",32.22,"ev",6.64,27.04,13.38,"qu",13.12,17.46,14.88,3.46,1.16,"ev",31.12
"Denied","qw","bq",0.74,2.13,48.49,14.21,2.92,5.2,"ch","ld","te",4.47,"te",2.01,-11.35,22.75,"bw",6.97,"tg",-6.91,27.8,8.89,"ri",4.78,20.96,36.97,10.56,1.9,"dg",12
"Denied","qw","bq",-2.5,9.24,2.88,-6.82,17.55,6.07,"ch","ld","te",-4,"te",4.54,25.65,15.67,"bw",10.64,"tg",55.21,13.84,14.04,"ub",15.6,29.87,12.48,7.47,-0.53,"dg",15.73
"Denied","qw","py",1.73,13.13,62.03,21.73,13.78,1.7,"ch","pe","te",5.67,"kh",0.06,21.14,22.92,"ov",6.75,"bz",23.67,4.87,-2.47,"tf",-2.81,32.23,24.22,4.36,1.56,"ev",-13.57
"Success","qw","bq",7.59,25.34,46.93,11.94,19.88,3.31,"ch","db","te",0.87,"te",1.03,21.77,2.3,"zk",55.62,"bz",12.36,8.69,33.18,"qu",6.62,3.68,31.57,2.39,1.64,"ev",6.08
"Denied","wv","bq",6.7,43.37,-7.65,4.08,22.24,1.59,"ch","ld","te",16.79,"te",3.87,20.66,6.44,"ki",33.53,"tg",11.74,30.91,21.79,"ri",4.58,19.39,15.05,5.71,0.8,"ev",22.05
"Denied","wv","xn",4.88,14.06,-7.82,10.61,22.52,8.8,"ch","pe","te",15.27,"cb",2.98,43.99,-5.9,"bw",24.2,"tg",26.13,-1.5,29.99,"da",4.28,9.96,17.11,-5.27,0.33,"ev",43.73
"Denied","wv","rv",-2.29,2.26,39.44,5.53,14.16,6.31,"ch","ld","te",10,"te",1.1,24.72,28.32,"bw",44.13,"qu",7.07,5.01,-4.91,"tf",6.79,25.54,37.04,-3.87,0.81,"ev",33.27
"Denied","qw","hk",-0.53,8.01,-12.39,11.33,10.91,7.98,"ch","db","te",6.14,"te",1.8,29.84,24.03,"bw",32.9,"ev",12.9,14.83,43.49,"tf",3.54,13.89,11.25,6.25,0.91,"ev",15.24
"Success","qw","py",4.43,9.83,-10.73,8.78,0.83,7.51,"nv","ld","te",7.74,"cb",1.91,26.3,-6.91,"ov",19.93,"qu",40.81,39.35,13.25,"tf",-10.1,6.35,5.5,5.53,1.75,"ev",-7.06
"Denied","wv","hk",2.71,18.01,37.28,6.41,16.41,-4.5,"ch","ld","te",14.08,"cb",4.74,26.43,10.9,"bw",10.95,"qu",-1.87,23.15,17.84,"ri",4.91,8.36,14.01,4.63,0.53,"ev",4.08
